bankId,bankname,bankstate,year,public,totalassets,auditorname,auditorstate
1205183,IDA GROVE BSHRS,IA,2010,0,1113274,"MCGLADREY & PULLEN, LLC",IA
1205183,IDA GROVE BSHRS,IA,2011,0,1154503,EIDE BAILLY,ND
1205183,IDA GROVE BSHRS,IA,2012,0,1217358,EIDE BAILLY,ND
1205183,IDA GROVE BSHRS,IA,2013,0,1245520,EIDE BAILLY,ND
1205183,IDA GROVE BSHRS,IA,2014,0,1270647,EIDE BAILLY,ND
1205183,IDA GROVE BSHRS,IA,2015,0,1330399,Eide Bailley,ND
1205398,BANK HIGHLAND PARK FC,IL,2005,0,833305,WOLF & CO.,IL
1205398,BANK HIGHLAND PARK FC,IL,2006,0,1046532,WOLF & CO,IL
1205398,BANK HIGHLAND PARK FC,IL,2007,0,1151813,WOLF & CO,IL
1205398,BANK HIGHLAND PARK FC,IL,2008,0,1365776,WOLF & CO.,IL
1205398,BANK HIGHLAND PARK FC,IL,2009,0,1316527,WOLF & CO,IL
1205398,BANK OF HIGHLAND PK FNCL CORP,IL,2010,0,1112221,WOLF & CO,IL
1205398,BANK OF HIGHLAND PK FNCL CORP,IL,2011,0,1086628,"MCGLADREY & PULLEN, LLP",IL
1205398,BANK OF HIGHLAND PK FNCL CORP,IL,2012,0,1064176,MCGLADREY & PULLEN,IL
1205398,BANK OF HIGHLAND PK FNCL CORP,IL,2013,0,1143494,MCGLADREY & PULLEN,IL
1205398,BANK OF HIGHLAND PK FNCL CORP,IL,2014,0,1266142,"MCGLADREY, LLP",IL
1205398,BANK OF HIGHLAND PK FNCL CORP,IL,2015,0,1404386,"McGladrey, LLP",IL
1205688,CITIZENS BKG CORP,MI,2005,1,7754062,ERNST & YOUNG LLC,PA
1205688,CITIZENS BKG CORP,MI,2006,1,14018157,ERNST & YOUNG LLP,MI
1205688,CITIZENS REPUBLIC BC,MI,2007,1,13524021,ERNST & YOUNG LLP,MI
1205688,CITIZENS REPUBLIC BC,MI,2008,1,13093861,ERNST & YOUNG LLP,MA
1205688,CITIZENS REPUBLIC BC,MI,2009,1,11948272,ERNST & YOUNG LLP,MI
1205688,CITIZENS REPUBLIC BC,MI,2010,1,9965752,ERNST & YOUNG LLP,MI
1205688,CITIZENS REPUBLIC BC,MI,2011,1,9463558,ERNST & YOUNG LLP,MI
1205688,CITIZENS REPUBLIC BC,MI,2012,1,9586940,ERNST & YOUNG LLP,MA
1206546,HEARTLAND FNCL USA,IA,2005,1,2818306,KPMG,IA
1206546,HEARTLAND FNCL USA,IA,2006,1,3058242,KPMG LLP,IA
1206546,HEARTLAND FNCL USA,IA,2007,1,3264126,KPMG LLP,IA
1206546,HEARTLAND FNCL USA,IA,2008,1,3630268,KPMG LLP,IA
1206546,HEARTLAND FNCL USA,IA,2009,1,4012991,KPMG LLP,IA
1206546,HEARTLAND FNCL USA,IA,2010,1,3999455,KPMG LLP,IA
1206546,HEARTLAND FNCL USA,IA,2011,1,4305011,KPMG LLP,IA
1206546,HEARTLAND FNCL USA,IA,2012,1,4990553,KPMG,IA
1206546,HEARTLAND FNCL USA,IA,2013,1,5923716,KPMG,IA
1206546,HEARTLAND FNCL USA,IA,2014,1,6052362,KPMG,IA
1206546,HEARTLAND FNCL USA,IA,2015,1,7694754,KPMG,IA
1206715,FIRST BKG CTR,WI,2005,1,665364,RSM MCGLADREY,WI
1206715,FIRST BKG CTR,WI,2006,1,760044,RSM MCGLADREY,WI
1206715,FIRST BKG CTR,WI,2007,1,864832,RSM MCGLADREY,WI
1206715,FIRST BKG CTR,WI,2008,1,934879,RSM MCGLADREY,WI
1206715,FIRST BKG CTR,WI,2009,1,916419,RSM MCGLADREY,WI
1206733,GREAT LAKES FNCL RESOURCES,IL,2005,0,735310,CROWE CHIZEK AND COMPANY LLC,IL
1206733,GREAT LAKES FNCL RESOURCES,IL,2006,0,745972,CROWE CHIZEK AND COMPANY LLC,IL
1206733,GREAT LAKES FNCL RESOURCES,IL,2007,0,708921,CROWE CHIZEK,IL
1206733,GREAT LAKES FNCL RESOURCES,IL,2008,0,699211,CROWE HORWATH LLP,IL
1206733,GREAT LAKES FNCL RESOURCES,IL,2009,0,674080,CROWE HORWATH LLP,IL
1206733,GREAT LAKES FNCL RESOURCES,IL,2010,0,647625,CROWE HORWATH LLP,IL
1206733,GREAT LAKES FNCL RESOURCES,IL,2011,0,633316,CROWE HORWATH,IL
1206733,GREAT LAKES FNCL RESRCS,IL,2012,0,628421,CROWE HORWATH LLP,IL
1206733,GREAT LAKES FNCL RESRCS,IL,2013,0,581057,CROWE HORWATH,IL
1206760,FIRST MID-IL BSHRS,IL,2005,1,850573,"BKD, LLP",IL
1206760,FIRST MID-IL BSHRS,IL,2006,1,980559,"BKD, LLP",IL
1206760,FIRST MID-IL BSHRS,IL,2007,1,1016338,"BKD, LLP",IL
1206760,FIRST MID-IL BSHRS,IL,2008,1,1049702,"BKD, LLP",IL
1206760,FIRST MID-IL BSHRS,IL,2009,1,1095155,"BKD, LLP",IL
1206760,FIRST MID-IL BSHRS,IL,2010,1,1468245,"BKD, LLP",IL
1206760,FIRST MID-IL BSHRS,IL,2011,1,1500956,"BKD, LLP",IL
1206760,FIRST MID-IL BSHRS,IL,2012,1,1578032,"BKD, LLP",IL
1206760,FIRST MID-IL BSHRS,IL,2013,1,1605498,"BKD, LLP",IL
1206760,FIRST MID-IL BSHRS,IL,2014,1,1607103,"BKD, LLP",IL
1206760,FIRST MID-IL BSHRS,IL,2015,1,2114499,"BKD, LLP",IL
1206911,OLD SECOND BC,IL,2005,1,2367830,"ERNST & YOUNG, LLP",IL
1206911,OLD SECOND BC,IL,2006,1,2459140,"GRANT THORNTON, LLO",IL
1206911,OLD SECOND BC,IL,2007,1,2658576,"GRANT THORNTON, LLP",IL
1206911,OLD SECOND BC,IL,2008,1,2984605,"GRANT THORNTON, LLP",IL
1206911,OLD SECOND BC,IL,2009,1,2596657,"GRANT THORNTON, LLP",IL
1206911,OLD SECOND BC,IL,2010,1,2123921,"PLANTE MORAN, PLLC",IL
1206911,OLD SECOND BC,IL,2011,1,1941418,"PLANTE MORAN, PLLC",IL
1206911,OLD SECOND BC,IL,2012,1,2045799,"PLANTE MORAN, PLLC",IL
1206911,OLD SECOND BC,IL,2013,1,2004034,"PLANTE MORAN, LLC",IL
1206911,OLD SECOND BC,IL,2014,1,2061787,"PLANTE MORAN, LLC",IL
1206911,OLD SECOND BC,IL,2015,1,2077863,"Plante Moran, LLC",IL
1207431,STARK BK GRP,IA,2005,0,1182009,MCGLADREY & PULLEN,IA
1207431,STARK BK GRP,IA,2006,0,1552266,"MCGLADREY & PULLEN, LLP",IA
1207431,STARK BK GRP,IA,2007,0,1712261,KPMG LLP,IA
1207431,STARK BK GRP,IA,2008,0,1775914,KPMG LLC,IA
1207431,STARK BK GRP,IA,2009,0,1691463,KPMG LLC,IA
1207431,STARK BK GRP,IA,2010,0,1554726,KPMG LLC,IA
1207431,STARK BK GRP,IA,2011,0,1373700,KPMG LLC,IA
1207431,STARK BK GRP,IA,2012,0,1180557,KPMG LLC,IA
1207431,STARK BK GRP,IA,2013,0,1148264,KPMG LLC,IA
1207431,STARK BK GRP,IA,2014,0,1080450,KPMG LLC,IA
1207431,STARK BK GRP,IA,2015,0,1075132,KPMG LLC,IA
1207486,MARQUETTE NAT CORP,IL,2005,0,1397759,CROWE CHIZEK AND COMPANY LLC,IL
1207486,MARQUETTE NAT CORP,IL,2006,0,1699048,CROWE CHIZEK AND COMPANY LLC,IL
1207486,MARQUETTE NAT CORP,IL,2007,0,1652244,CROWE CHIZEK AND COMPANY LLC,IL
1207486,MARQUETTE NAT CORP,IL,2008,0,1739907,CROWE HORWATH LLP,IL
1207486,MARQUETTE NAT CORP,IL,2009,0,1816929,CROWE HORWATH LLP,IL
1207486,MARQUETTE NAT CORP,IL,2010,0,1748416,CROWE HORWATH LLP,IL
1207486,MARQUETTE NAT CORP,IL,2011,0,1716753,CROWE HORWATH LLP,IL
1207486,MARQUETTE NAT CORP,IL,2012,0,1569275,CROWE HORWATH LLP,IL
1207486,MARQUETTE NAT CORP,IL,2013,0,1535550,CROWE HORWATH LLP,IL
1207486,MARQUETTE NAT CORP,IL,2014,0,1528869,MCGLADREY LLP,IL
1207486,MARQUETTE NAT CORP,IL,2015,0,1550561,RSM US LLP,IL
1207600,PRINCETON NAT BC,IL,2005,1,946130,KPMG,IL
1207600,PRINCETON NAT BC,IL,2006,1,1033188,BKD,IL
1207600,PRINCETON NAT BC,IL,2007,1,1080702,BKD,IL
1207600,PRINCETON NAT BC,IL,2008,1,1164286,BKD,IL
1207600,PRINCETON NAT BC,IL,2009,1,1261734,BKD,IL
1207600,PRINCETON NAT BC,IL,2010,1,1096631,BKD,IL
1207600,PRINCETON NAT BC,IL,2011,1,1014316,BKD,IL
1208009,FIRST MANITOWOC BC,WI,2005,1,658331,WIPFLI LLP,WI
1208009,FIRST MANITOWOC BC,WI,2006,1,688070,WIPFLI LLP,WI
1208009,FIRST MANITOWOC BC,WI,2007,1,720503,WIPFLI LLP,WI
1208009,FIRST MANITOWOC BC,WI,2008,1,794128,WIPFLI LLP,WI
1208009,FIRST MANITOWOC BC,WI,2009,1,838754,WIPFLI LLC,WI
1208009,FIRST MANITOWOC BC,WI,2010,1,831581,"BAKER TILLY VIRCHOW KRAUSE, LLP",WI
1208009,FIRST MANITOWOC BC,WI,2011,1,910028,"BAKER TILLY VIRCHOW KRAUSE, LLP",WI
1208009,FIRST MANITOWOC BC,WI,2012,1,1020426,"PORTER, KEADLE, MOORE, LLC",GA
1208009,FIRST MANITOWOC BC,WI,2013,1,1060887,"PORTER, KEADLE, MOORE",GA
1208009,BANK FIRST NAT CORP,WI,2014,1,1105009,PORTER KEADLE MOORE,GA
1208009,BANK FIRST NAT CORP,WI,2015,1,1237675,Porter Keadle Moore,GA
1208120,HEARTLAND BC,IL,2005,0,899446,CLIFTON GUNDERSON LLP,IL
1208120,HEARTLAND BC,IL,2006,0,926580,CLIFTON GUNDERSON LLP,IL
1208120,HEARTLAND BC,IL,2007,0,1483029,CLIFTON GUNDERSON LLP,IL
1208120,HEARTLAND BC,IL,2008,0,1444553,CLIFTON GUNDERSON LLP,IL
1208120,HEARTLAND BC,IL,2009,0,1450786,CLIFTON GUNDERSON LLC,IL
1208120,HEARTLAND BC,IL,2010,0,1642132,CLIFTON GUNDERSON LLC,IL
1208120,HEARTLAND BC,IL,2011,0,1953830,"CLIFTONLARSONALLEN, LLP",IL
1208120,HEARTLAND BC,IL,2012,0,2936343,CLIFTONLARSONALLEN,IL
1208120,HEARTLAND BC,IL,2013,0,2569827,CLIFTONLARSONALLEN LLP,IL
1208120,HEARTLAND BC,IL,2014,0,2513840,CLIFTONLARSONALLEN LLP,IL
1208120,HEARTLAND BC,IL,2015,0,2993255,CliftonLarsonAllen LLP,IL
1208184,FIRST MIDWEST BC,IL,2005,1,7213404,ERNST & YOUNG LLP,IL
1208184,FIRST MIDWEST BC,IL,2006,1,8445973,"ERNST & YOUNG, LLP",IL
1208184,FIRST MIDWEST BC,IL,2007,1,8095585,"ERNST & YOUNG, LLP",IL
1208184,FIRST MIDWEST BC,IL,2008,1,8530940,"ERNST & YOUNG, LLP",IL
1208184,FIRST MIDWEST BC,IL,2009,1,7710759,"ERNST & YOUNG, LLP",IL
1208184,FIRST MIDWEST BC,IL,2010,1,8147127,"ERNST & YOUNG, LLP",IL
1208184,FIRST MIDWEST BC,IL,2011,1,7973594,ERNST & YOUNG,IL
1208184,FIRST MIDWEST BC,IL,2012,1,8099839,"ERNST & YOUNG, LLP",IL
1208184,FIRST MIDWEST BC,IL,2013,1,8253407,"ERNST & YOUNG, LLP",IL
1208184,FIRST MW BC,IL,2014,1,9445139,"ERNST AND YOUNG, LLP",IL
1208184,FIRST MW BC,IL,2015,1,9732676,"Ernst & Young, LLP",IL
1208308,MERCHANTS & MFR BC,WI,2005,1,1460442,MCGLADREY & PULLEN LLP,WI
1208308,MERCHANTS & MFR BC,WI,2006,1,1505940,MCGLADREY & PULLEN,WI
1208308,MERCHANTS & MFR BC,WI,2007,1,1381689,MCGLADREY & PULLEN,WI
1208492,CITIZENS CENTRAL BC,IL,2005,0,256507,CLIFTON GUNDERSON LLP,IL
1208559,FIRST MRCH CORP,IN,2005,1,3237079,BKD LLP,IN
1208559,FIRST MRCH CORP,IN,2006,1,3554870,BKD LLP,IN
1208559,FIRST MRCH CORP,IN,2007,1,3782087,"BKD, LLP",IN
1208559,FIRST MRCH CORP,IN,2008,1,4784155,"BKD, LLP",IN
1208559,FIRST MRCH CORP,IN,2009,1,4480952,BKD,IN
1208559,FIRST MRCH CORP,IN,2010,1,4170848,"BKD, LLC",IN
1208559,FIRST MRCH CORP,IN,2011,1,4173451,"BKD, LLC",IN
1208559,FIRST MRCH CORP,IN,2012,1,4304821,"BKD, LLC",IN
1208559,FIRST MRCH CORP,IN,2013,1,5439450,"BKD, LLC",IN
1208559,FIRST MRCHS CORP,IN,2014,1,5825132,"BKD, LLC",IN
1208559,FIRST MRCHS CORP,IN,2015,1,6762726,"BKD, LLC",IN
1208595,FIRST FC,IN,2005,1,2139024,CROWE CHIZEK AND COMPANY LLC,IN
1208595,FIRST FC,IN,2006,1,2171357,"CROWE CHIZEK & COMPANY, LLC",IN
1208595,FIRST FC,IN,2007,1,2231868,"CROWE CHIZEK & CO., LLC",IN
1208595,FIRST FC,IN,2008,1,2304922,CROWE HORWATH LLP,IN
1208595,FIRST FC,IN,2009,1,2515945,CROWE HORWATH LLP,IN
1208595,FIRST FC,IN,2010,1,2448017,CROWE HORWATH LLP,IN
1208595,FIRST FC,IN,2011,1,2945081,CROWE HORWATH LLP,IN
1208595,FIRST FC,IN,2012,1,2885966,CROWE HORWATH LLP,IN
1208595,FIRST FC,IN,2013,1,3027133,CROWE HORWATH LLP,IN
1208595,FIRST FC,IN,2014,1,2998784,CROWE HORWATH LLP,IN
1208595,FIRST FC,IN,2015,1,2975357,Crowe Horwath LLP,IN
1208661,AMCORE FNCL,IL,2005,1,5345344,KPMG LLP,IL
1208661,AMCORE FNCL,IL,2006,1,5293977,KPMG LLP,IL
1208661,AMCORE FNCL,IL,2007,1,5195225,DELOITTE & TOUCHE LLP,WI
1208661,AMCORE FNCL,IL,2008,1,5060123,DELOITTE & TOUCHE LLP,WI
1208661,AMCORE FNCL,IL,2009,1,3777368,DELOITTE & TOUCHE LLP,WI
1208906,LAKELAND FC,IN,2005,1,1635389,CROWE CHIZEK AND COMPANY LLC,IN
1208906,LAKELAND FC,IN,2006,1,1836810,CROWE CHIZEK,IN
1208906,LAKELAND FC,IN,2007,1,1988984,CROWE CHIZEK,IN
1208906,LAKELAND FC,IN,2008,1,2378017,CROWE HORWATH LP,IN
1208906,LAKELAND FC,IN,2009,1,2572781,CROWE HORWORTH LP,IN
1208906,LAKELAND FC,IN,2010,1,2682972,CROWE HORWATH,IN
1208906,LAKELAND FC,IN,2011,1,2890820,CROWE HORWATH LLP,IN
1208906,LAKELAND FC,IN,2012,1,3066610,CROWE HORWATH LLP,IN
1208906,LAKELAND FC,IN,2013,1,3177952,CROWE HORWATH LLP,IN
1208906,LAKELAND FC,IN,2014,1,3443509,CROWE HORWATH LLP,IN
1208906,LAKELAND FC,IN,2015,1,3767458,Crowe Horwath LLP,IN
1209097,FIRST OAK BROOK BSHRS,IL,2005,1,2234793,GRANT THORNTON,IL
1209109,MAINSOURCE FNCL GRP,IN,2005,1,1645605,CROWE CHIZEK,IN
1209109,MAINSOURCE FNCL GRP,IN,2006,1,2429773,CROWE CHIZEK,KY
1209109,MAINSOURCE FNCL GRP,IN,2007,1,2536437,CROWE CHIZEK,KY
1209109,MAINSOURCE FNCL GRP,IN,2008,1,2899835,CROWE HORWATH,KY
1209109,MAINSOURCE FNCL GRP,IN,2009,1,2906530,CROWE HORWATH,KY
1209109,MAINSOURCE FNCL GRP,IN,2010,1,2769312,CROWE HORWATH,KY
1209109,MAINSOURCE FNCL GRP,IN,2011,1,2754180,CROWE HORWATH,OH
1209109,MAINSOURCE FNCL GRP,IN,2012,1,2769288,CROWE HORWATH,IL
1209109,MAINSOURCE FNCL GRP,IN,2013,1,2859864,CROWE HORWATH,IL
1209109,MAINSOURCE FNCL GRP,IN,2014,1,3141038,CROWE HORWATH,IL
1209109,MAINSOURCE FNCL GRP,IN,2015,1,3385408,Crowe Horwath,CA
1209136,HORIZON BC,IN,2005,1,1127875,"BKD, LLP",IN
1209136,HORIZON BC,IN,2006,1,1222430,"BKD, LLP",IN
1209136,HORIZON BC,IN,2007,1,1258874,"BKD, LLP",IN
1209136,HORIZON BC,IN,2008,1,1306857,"BKD, LLP",IN
1209136,HORIZON BC,IN,2009,1,1387020,"BKD, LLP",IN
1209136,HORIZON BC,IN,2010,1,1400919,"BKD, LLP",IN
1209136,HORIZON BC,IN,2011,1,1547162,"BKD, LLP",IN
1209136,HORIZON BC,IN,2012,1,1848227,"BKD, LLP",IN
1209136,HORIZON BC,IN,2013,1,1758276,"BKD, LLP",IN
1209136,HORIZON BC,IN,2014,1,2076922,"BKD, LLP",IN
1209136,HORIZON BC,IN,2015,1,2652401,"BKD, LLP",IN
1209145,BRIDGEVIEW BC,IL,2005,0,1357330,CLIFTON GUNDRSON LLP,IL
1209145,BRIDGEVIEW BC,IL,2006,0,1345189,CLIFTON GUNDERSON,IL
1209145,BRIDGEVIEW BC,IL,2007,0,1414195,CLIFTON GUNDERSON LLP,IL
1209145,BRIDGEVIEW BC,IL,2008,0,1512815,CLIFTON GUNDERSON LLP,IL
1209145,BRIDGEVIEW BC,IL,2009,0,1502656,CLIFTON GUNDERSON LLP,IL
1209145,BRIDGEVIEW BC,IL,2010,0,1449150,CLIFTON GUNDERSON LLP,IL
1209145,BRIDGEVIEW BC,IL,2011,0,1291328,"PLANTE MORAN, PLLC",IL
1209145,BRIDGEVIEW BC,IL,2012,0,1139127,PLANTE MORAN,IL
1209145,BRIDGEVIEW BC,IL,2013,0,1008007,PLANTE MORAN,IL
1209145,BRIDGEVIEW BC,IL,2014,0,1101640,PLANTE MORAN,IL
1209145,BRIDGEVIEW BC,IL,2015,0,1081301,"Plante Moran, PLLC",IL
1209426,RIVER VALLEY BC,WI,2005,0,706921,WIPFLI,WI
1209426,RIVER VALLEY BC,WI,2006,0,781697,WIPFLI LLP,WI
1209426,RIVER VALLEY BC,WI,2007,0,856258,WIPFLI LLP,WI
1209426,RIVER VALLEY BC,WI,2008,0,923645,WIPFLI LLP,WI
1209426,RIVER VALLEY BC,WI,2009,0,952787,"WIPFLI, LLP",WI
1209426,RIVER VALLEY BC,WI,2010,0,957749,WIPFLI LLP,WI
1209426,RIVER VALLEY BC,WI,2011,0,985687,WIPFLI LLP,WI
1209426,RIVER VALLEY BC,WI,2012,0,995764,"WIPFLI, LLP",WI
1209426,RIVER VALLEY BC,WI,2013,0,1006541,WIPFLI,WI
1209426,RIVER VALLEY BC,WI,2014,0,1013472,"WIPFLI, LLP",WI
1209426,RIVER VALLEY BC,WI,2015,0,1064481,WIPFLI LLP,WI
1209828,MIDWEST BANC HOLD,IL,2005,1,2307608,PRICEWATERHOUSECOOPERS LLP,IL
1209828,MIDWEST BANC HOLD,IL,2006,1,2942046,PRICEWATERHOUSECOOPERS LLP,IL
1209828,MIDWEST BANC HOLD,IL,2007,1,3692782,PRICEWATERHOUSECOOPERS,IL
1209828,MIDWEST BANC HOLD,IL,2008,1,3570212,PRICEWATERHOUSECOOPERS,IL
1209828,MIDWEST BANC HOLD,IL,2009,1,3435545,PRICEWATERHOUSECOOPERS,IL
1210066,WEST BC,IA,2005,1,1244380,"MCGLADREY & PULLEN, LLP",IA
1210066,WEST BC,IA,2006,1,1268536,"MCGLADREY & PULLEN, LLP",IA
1210066,WEST BC,IA,2007,1,1339968,"MCGLADREY & PULLEN, LLP",IA
1210066,WEST BC,IA,2008,1,1553188,"MCGLADREY & PULLEN, LLP",IA
1210066,WEST BC,IA,2009,1,1575054,"MCGLADREY & PULLEN, LLP",IA
1210066,WEST BC,IA,2010,1,1305463,MCGLADREY & PULLEN,IA
1210066,WEST BC,IA,2011,1,1269524,"MCGLADREY & PULLEN, LLP",IA
1210066,WEST BC,IA,2012,1,1448175,MCGLADREY LLP,IA
1210066,WEST BC,IA,2013,1,1442404,MCGLADREY LLP,IA
1210066,WEST BC,IA,2014,1,1615833,MCGLADREY LLP,IA
1210066,WEST BC,IA,2015,1,1748640,RSM US LLP,IA
1210169,LINCOLN BC,IA,2005,1,381921,"MCGLADREY & PULLEN, LLP",IA
1210169,LINCOLN BC,IA,2006,1,411735,"MCGLADREY & PULLEN, LLP",IA
1210169,LINCOLN BC,IA,2007,1,443467,"MCGLADREY & PULLEN, LLP",IA
1210169,LINCOLN BC,IA,2008,1,508703,"MCGLADREY & PULLEN, LLP",IA
1210169,LINCOLN BC,IA,2009,1,558950,"MCGLADREY & PULLEN, LLP",IA
1210169,LINCOLN BC,IA,2010,0,566807,"MCGLADREY & PULLEN, LLP",IA
1210169,LINCOLN BC,IA,2011,0,597175,MCGLADREY & PULLEN LLP,IA
1210169,LINCOLN BC,IA,2012,0,644460,MCGLADREY & PULLEN LLP,IA
1210169,LINCOLN BC,IA,2013,0,713574,"BKD, LLP",MO
1210169,LINCOLN BC,IA,2014,0,831649,"BKD,LLP",MO
1210169,LINCOLN BC,IA,2015,0,877913,"BKD,LLP",MO
1210299,MONROE BC,IN,2005,1,713060,"BKD, LLP",IN
1210299,MONROE BC,IN,2006,1,748193,"BKD, LLP",IN
1210299,MONROE BC,IN,2007,1,778080,"BKD, LLP",IN
1210299,MONROE BC,IN,2008,1,819799,"BKD, LLP",IN
1210299,MONROE BC,IN,2009,1,802451,"BKD, LLP",IN
1210589,NORTHERN ST FC,IL,2005,1,721819,CROWE CHIZEK AND COMPANY LLC,IL
1210589,NORTHERN ST FC,IL,2006,1,710317,"CROWE CHIZEK AND COMPANY, LLC",IL
1210589,NORTHERN ST FC,IL,2007,1,638156,"PLANTE & MORAN, PLLC",IL
1210589,NORTHERN ST FC,IL,2008,1,640719,"PLANTE & MORAN, PLLC",IL
1210589,NORTHERN ST FC,IL,2009,1,622290,"PLANTE & MORAN, PLLC",IL
1210589,NORTHERN ST FC,IL,2010,1,531728,PLANTE MORAN,IL
1210589,NORTHERN ST FC,IL,2011,1,462990,PLANTE MORAN,IL
1210589,NORTHERN ST FC,IL,2012,1,413272,PLANTE MORAN,IL
1210589,NORTHERN ST FC,IL,2013,1,392412,PLANTE MORAN,IL
1210589,NORTHERN ST FC,IL,2014,1,422023,PLANTE MORAN,IL
1210589,NORTHERN ST FC,IL,2015,1,485347,PLANTE MORAN,IL
1245068,SOUTHSIDE BSHRS,TX,2005,1,1783396,"PRICEWATERHOUSE COOPERS, LLP",TX
1245068,SOUTHSIDE BSHRS,TX,2006,1,1890976,"PRICEWATERHOUSE COOPERS, LLP",TX
1245068,SOUTHSIDE BSHRS,TX,2007,1,2196325,"PRICEWATERHOUSECOOPERS, LLP",TX
1245068,SOUTHSIDE BSHRS,TX,2008,1,2700238,"PRICEWATERHOUSECOOPERS, LLP",TX
1245068,SOUTHSIDE BSHRS,TX,2009,1,3024288,"PRICEWATERHOUSECOOPERS, LLP",TN
1245068,SOUTHSIDE BSHRS,TX,2010,1,2999759,"PRICEWATERHOUSECOOPERS, LLP",TX
1245068,SOUTHSIDE BSHRS,TX,2011,1,3303817,"PRICEWATERHOUSECOOPERS, LLP",TX
1245068,SOUTHSIDE BSHRS,TX,2012,1,3237403,ERNST & YOUNG LLP,TX
1245068,SOUTHSIDE BSHRS,TX,2013,1,3445663,ERNST & YOUNG LLP,TX
1245068,SOUTHSIDE BSHRS,TX,2014,1,4807261,Ernst and Young LLP,Te
1245068,SOUTHSIDE BSHRS,TX,2015,1,5162076,Ernst and Young LLP,TX
1245228,ISB FC,IA,2005,0,669769,MCGLADREY & PULLEN LLC,IA
1245228,ISB FC,IA,2006,0,668671,MCGLADREY & PULLEN LLP,IA
1245228,ISB FC,IA,2007,0,701982,MCGLADREY & PULLEN LLP,IA
1245228,MIDWESTONE FNCL GRP,IA,2008,0,1505501,KPMG LLP,NE
1245228,MIDWESTONE FNCL GRP,IA,2009,1,1534783,KPMG LLC,IA
1245228,MIDWESTONE FNCL GRP,IA,2010,1,1581627,KPMG LLC,IA
1245228,MIDWESTONE FNCL GRP,IA,2011,1,1695244,KPMG LLC,IA
1245228,MIDWESTONE FNCL GRP,IA,2012,1,1792819,KPMG LLC,IA
1245228,MIDWESTONE FNCL GRP,IA,2013,1,1755218,"KPMG, LLC",IA
1245228,MIDWESTONE FNCL GRP,IA,2014,1,1800302,MCGLADREY LLP,IA
1245228,MIDWESTONE FNCL GRP,IA,2015,1,2979975,RSM US LLP,IA
1245291,HILLS BC,IA,2005,1,1433649,KPMG,IA
1245291,HILLS BC,IA,2006,1,1551233,KPMG,IA
1245291,HILLS BC,IA,2007,1,1661098,KPMG LLP,IA
1245291,HILLS BC,IA,2008,1,1780793,"KPMG, LLC",MN
1245291,HILLS BC,IA,2009,1,1830626,"KPMG, LLC",MN
1245291,HILLS BC,IA,2010,1,1931283,"KPMG, LLC",MN
1245291,HILLS BC,IA,2011,1,2018297,"KPMG, LLC",MN
1245291,HILLS BC,IA,2012,1,2099720,"KPMG, LLC",MN
1245291,HILLS BC,IA,2013,1,2167795,"BKD, LLP",MO
1245291,HILLS BC,IA,2014,1,2334318,"BKD, LLP",MO
1245291,HILLS BC,IA,2015,1,2493607,"BKD, LLP",MO
1245415,HARRIS FC,DE,2005,1,50006022,KPMG LLP,IL
1245415,HARRIS FC,DE,2006,1,59967775,KPMG LLP,IL
1245415,HARRIS FC,DE,2007,1,66320684,KPMG LLP,IL
1245415,HARRIS FC,DE,2008,1,88258094,"KPMG, LLP",IL
1245415,HARRIS FC,DE,2009,1,63675159,"KPMG, LLP",IL
1245415,HARRIS FC,DE,2010,0,70186838,KPMG,IL
1245415,BMO FNCL CORP,DE,2011,0,117374209,KPMG,IL
1245415,BMO FNCL CORP,DE,2012,0,116109476,KPMG LLP,IL
1245415,BMO FNCL CORP,DE,2013,0,111073727,KPMG LLP,IL
1245415,BMO FNCL CORP,DE,2014,0,115879565,KPMG LLP,IL
1245415,BMO FNCL CORP,DE,2015,0,125656772,KPMG LLP,IL
1245590,STANDARD BSHRS,IL,2005,0,1749015,"BANSLEY AND KIENER, L.L.P.",IL
1245590,STANDARD BSHRS,IL,2006,0,2018694,"BANSLEY AND KIENER, LLP",IL
1245590,STANDARD BSHRS,IL,2007,0,2172042,"BANSLEY AND KIENER, LLP",IL
1245590,STANDARD BSHRS,IL,2008,0,2317498,BANSLEY AND KIENER LLP,IL
1245590,STANDARD BSHRS,IL,2009,0,2387343,BANSLEY AND KIENER LLP,IL
1245590,STANDARD BSHRS,IL,2010,0,2251090,"BANSLEY & KIENER, LLP",IL
1245590,STANDARD BSHRS,IL,2011,0,2143433,BANSLEY AND KIENER LLP,IL
1245590,STANDARD BSHRS,IL,2012,0,2156843,BANSLEY AND KIENER LLP,IL
1245590,STANDARD BSHRS,IL,2013,0,2182826,MC GLADREY LLP,IL
1245590,STANDARD BSHRS,IL,2014,0,2287169,MC GLADREY LLP,IL
1245590,STANDARD BSHRS,IL,2015,0,2444533,RSM US LLP,IL
1245620,BANK LEUMI LE-ISRAEL CORP,NY,2005,0,6137124,DELOITTE & TOUCHE LLP,NY
1245620,BANK LEUMI LE-ISRAEL CORP,NY,2006,0,5772732,ERNST & YOUNG,NY
1245620,BANK LEUMI LE-ISRAEL CORP,NY,2007,0,5828947,ERNST & YOUNG,NY
1245620,BANK LEUMI LE-ISRAEL CORP,NY,2008,0,5768433,ERNST & YOUNG,NY
